name,url,category,author,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories
Honey Mustard Chicken Thighs,https://www.allrecipes.com/recipe/279403/honey-mustard-chicken-thighs/,meat-and-poultry,Kim,"These honey mustard chicken thighs are quick, easy, and taste a little bit sweet!",4.45,11,1,"? cup Dijon mustard ; ? cup grainy mustard ; ? cup honey ; 1 teaspoon soy sauce ; 2 teaspoons chopped fresh tarragon ; 1 tablespoon finely grated ginger root ; 8 each skinless, boneless chicken thighs, trimmed of excess fat","Preheat the oven to 350 degrees F (175 degrees C). Combine Dijon mustard, grainy mustard, honey, soy sauce, tarragon, and ginger in a large bowl. Rinse chicken thighs under cold water and pat dry with paper towels. Add chicken thighs to the bowl and toss to coat. Transfer to a baking pan and spoon sauce over the thighs. Bake in the preheated oven until chicken is no longer pink in the center and the juices run clear, about 45 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). Spoon sauce over chicken thighs and serve.",15 mins,45 mins,1 hr,8,8 servings,242.7
Best Spanish Rice,https://www.allrecipes.com/recipe/33385/best-spanish-rice/,side-dish,Angela Sims,The combination of picante sauce and chicken broth makes this easy recipe very tasty!,4.6,3091,2242,2 tablespoons oil , 2 tablespoons chopped onion , 1 ? cups uncooked white rice , 2 cups chicken broth , 1 cup chunky salsa,"Heat oil in a large, heavy skillet over medium heat. Stir in onion, and cook until tender, about 5 minutes. Mix rice into skillet, stirring often. When rice begins to brown, stir in chicken broth and salsa. Reduce heat, cover and simmer 20 minutes, until liquid has been absorbed.",10 mins,20 mins
Chicken Cordon Bleu I,https://www.allrecipes.com/recipe/8495/chicken-cordon-bleu-i/,world-cuisine,Jill M.,This entree is easy and delicious!  It's one of my husband's favorites! Try to use the largest chicken breasts you can find so you'll be able to roll them easier.,4.61,2667,1810,"4  skinless, boneless chicken breast halves ; ? teaspoon salt ; ? teaspoon ground black pepper ; 6 slices Swiss cheese ; 4 slices cooked ham ; ? cup seasoned bread crumbs","Preheat oven to 350 degrees F (175 degrees C).  Coat a 7x11 inch baking dish with nonstick cooking spray. Pound chicken breasts to 1/4 inch thickness. Sprinkle each piece of chicken on both sides with salt and pepper.  Place 1 cheese slice and 1 ham slice on top of each breast. Roll up each breast, and secure with a toothpick.  Place in baking dish, and sprinkle chicken evenly with bread crumbs. Bake for 30 to 35 minutes, or until chicken is no longer pink. Remove from oven, and place 1/2 cheese slice on top of each breast.  Return to oven for 3 to 5 minutes, or until cheese has melted. Remove toothpicks, and serve immediately.",10 mins,35 mins,45 mins,4,4 servings,418.8
Best Strawberry Daiquiri,https://www.allrecipes.com/recipe/32352/best-strawberry-daiquiri/,drinks,TBOND,A frosty blender full of strawberry-citrus slush. You will enjoy this with or without the rum!,4.48,212,165,6 cups ice , ? cup white sugar , 4 ounces frozen strawberries , ? cup lime juice , ? cup lemon juice , ? cup rum , ? cup lemon-lime flavored carbonated beverage,"In a blender, combine ice, sugar and strawberries. Pour in lime juice, lemon juice, rum and lemon-lime soda. Blend until smooth. Pour into glasses and serve."
Creamy Rice Pudding,https://www.allrecipes.com/recipe/24059/creamy-rice-pudding/,desserts,Anonymous,"This is my mom's recipe for Rice Pudding. It's the best I've ever tasted and it gets rave reviews from everyone I serve it to. Sprinkle with nutmeg or cinnamon, if desired. For creamier pudding, use short or medium grain rice.",4.74,5877,4606,"? cup uncooked white rice ; 2 cups milk, divided ; ? cup white sugar ; ? teaspoon salt ; 1  egg, beaten ; ? cup golden raisins ; 1 tablespoon butter ; ? teaspoon vanilla extract","Bring 1 1/2  cups water to a boil in a saucepan; stir rice into boiling water. Reduce heat to low, cover, and simmer for 20 minutes. In a clean saucepan, combine 1 1/2 cups cooked rice, 1 1/2 cups milk, sugar and salt. Cook over medium heat until thick and creamy, 15 to 20 minutes. Stir in remaining 1/2 cup milk, beaten egg, and raisins; cook 2 minutes more, stirring constantly. Remove from heat and stir in butter and vanilla.",25 mins,20 mins,45 mins,4,4 servings,365.8
Grilled Salmon I,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,main-dish,tinamenina,"A simple soy sauce and brown sugar marinade, with hints of lemon and garlic, are the perfect salty-sweet complement to rich salmon fillets. Even my 9 year old loves this recipe!",4.76,5521,3709,1 ? pounds salmon fillets ,   lemon pepper to taste ,   garlic powder to taste ,   salt to taste , ? cup soy sauce , ? cup brown sugar , ? cup water , ? cup vegetable oil
Salmon Patties I,https://www.allrecipes.com/recipe/9401/salmon-patties-i/,appetizers-and-snacks,Sue,These salmon patties are delicious for lunch or dinner.,4.56,783,577,1 (14.75 ounce) can canned salmon , 1  egg , ? cup chopped onion , ? cup seasoned dry bread crumbs , 1 tablespoon olive oil,"Drain and reserve liquid from salmon. Mix egg, onion, bread crumbs and salmon together. Make into patties. If mixture is too dry to form into patties, add reserved liquid from salmon. In a  frying pan, heat olive oil. Place patties in pan.  Brown on each side, turning gently.  Drain on paper towels and serve.",15 mins,10 mins
Tender Italian Baked Chicken,https://www.allrecipes.com/recipe/52005/tender-italian-baked-chicken/,world-cuisine,Barb Eisel,Flavorful and moist baked chicken.,4.55,1397,998,"? cup mayonnaise ; ? cup grated Parmesan cheese ; ? teaspoon garlic powder ; ? cup Italian seasoned bread crumbs ; 4  skinless, boneless chicken breast halves","Preheat oven to 425 degrees F (220 degrees C). In a bowl, mix the mayonnaise, Parmesan cheese, and garlic powder. Place bread crumbs in a separate bowl. Dip chicken into the mayonnaise mixture, then into the bread crumbs to coat. Arrange coated chicken on a baking sheet. Bake 20 minutes in the preheated oven, or until chicken juices run clear and coating is golden brown.",10 mins,20 mins,30 mins,4,4 servings,553.9
Janet's Rich Banana Bread,https://www.allrecipes.com/recipe/17066/janets-rich-banana-bread/,bread,vjonsson,This is the moistest banana bread that I have ever tasted. It's also very easy to make!,4.83,9849,7068,"? cup butter, melted ; 1 cup white sugar ; 2  eggs ; 1 teaspoon vanilla extract ; 1 ? cups all-purpose flour ; 1 teaspoon baking soda ; ? teaspoon salt ; ? cup sour cream ; ? cup chopped walnuts ; 2  medium bananas, sliced","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x5 inch loaf pan. In a large bowl, stir together the melted butter and sugar. Add the eggs and vanilla, mix well. Combine the flour, baking soda and salt, stir into the butter mixture until smooth. Finally, fold in the sour cream, walnuts and bananas. Spread evenly into the prepared pan. Bake at 350 degrees F (175 degrees C) for 60 minutes, or until a toothpick inserted into the center of the loaf comes out clean. Cool loaf in the pan for 10 minutes before removing to a wire rack to cool completely.",10 mins,1 hr,1 hr 10 mins,15,1 9x5-inch loaf,217.6
Microwave Corn on the Cob,https://www.allrecipes.com/recipe/51025/microwave-corn-on-the-cob/,side-dish,Cheri Weiner,"This is a no-nonsense recipe for corn on the cob. Perfect for when you run out of stove or grill space. I freeze the corn on the cob in plastic bags, and remove a single ear of frozen corn in the cold winter months to have the sweet taste of summer corn throughout the year!",4.62,523,429,"1 ear corn, husked and cleaned","Wet a paper towel, and wring out. Wrap the ear of corn in the moist towel, and place on a dinner plate. Cook in the microwave for 5 minutes. Carefully remove paper towel, and enjoy!",,5 mins,5 mins,1,1 serving,123
Roasted Brussels Sprouts,https://www.allrecipes.com/recipe/67952/roasted-brussels-sprouts/,fruits-and-vegetables,JAQATAC,"This recipe is from my mother. It may sound strange, but these are really good and very easy to make. The Brussels sprouts should be brown with a bit of black on the outside when done. Any leftovers can be reheated or even just eaten cold from the fridge. I don't know how, but they taste sweet and salty at the same time!",4.59,4356,2988,"1 ? pounds Brussels sprouts, ends trimmed and yellow leaves removed ; 3 tablespoons olive oil ; 1 teaspoon kosher salt ; ? teaspoon freshly ground black pepper","Preheat oven to 400 degrees F (205 degrees C). Place trimmed Brussels sprouts, olive oil, kosher salt, and pepper in a large resealable plastic bag. Seal tightly, and shake to coat. Pour onto a baking sheet, and place on center oven rack. Roast in the preheated oven for 30 to 45 minutes, shaking pan every 5 to 7 minutes for even browning. Reduce heat when necessary to prevent burning. Brussels sprouts should be darkest brown, almost black, when done. Adjust seasoning with kosher salt, if necessary. Serve immediately.",15 mins,45 mins,1 hr,6,6 servings,104.4
Grandma's Lemon Meringue Pie,https://www.allrecipes.com/recipe/15093/grandmas-lemon-meringue-pie/,desserts,Emilie S.,"This is a very fun recipe to follow, because Grandma makes it sweet and simple. This pie is thickened with cornstarch and flour in addition to egg yolks, and contains no milk.",4.63,3025,2285,"1 cup white sugar ; 2 tablespoons all-purpose flour ; 3 tablespoons cornstarch ; ? teaspoon salt ; 1 ? cups water ; 2  lemons, juiced and zested ; 2 tablespoons butter ; 4  egg yolks, beaten ; 1 (9 inch) pie crust, baked ; 4  egg whites ; 6 tablespoons white sugar","Preheat oven to 350 degrees F (175 degrees C). To Make Lemon Filling: In a medium saucepan, whisk together 1 cup sugar, flour, cornstarch, and salt. Stir in water, lemon juice and lemon zest. Cook over medium-high heat, stirring frequently, until mixture comes to a boil. Stir in butter. Place egg yolks in a small bowl and gradually whisk in 1/2 cup of hot sugar mixture. Whisk egg yolk mixture back into remaining sugar mixture. Bring to a boil and continue to cook while stirring constantly until thick. Remove from heat. Pour filling into baked pastry shell. To Make Meringue: In a large glass or metal bowl, whip egg whites until foamy. Add sugar gradually, and continue to whip until stiff peaks form. Spread meringue over pie, sealing the edges at the crust. Bake in preheated oven for 10 minutes, or until meringue is golden brown.",30 mins,10 mins,40 mins,8,1 - 9 inch pie,297.7
Chewy Chocolate Chip Oatmeal Cookies,https://www.allrecipes.com/recipe/24445/chewy-chocolate-chip-oatmeal-cookies/,desserts,PANTHERA,I modified Beatrice's Excellent Oatmeal cookies very slightly. I came up with something that my boyfriend went CRAZY over! I've never seen him enjoy cookies to that extent! He said I blew his mother's recipe away.,4.54,5539,4233,"1 cup butter, softened ; 1 cup packed light brown sugar ; ? cup white sugar ; 2  eggs ; 2 teaspoons vanilla extract ; 1 ? cups all-purpose flour ; ? teaspoon baking soda ; 1 teaspoon salt ; 3 cups quick-cooking oats ; 1 cup chopped walnuts ; 1 cup semisweet chocolate chips","Preheat the oven to 325 degrees F (165 degrees C). In a large bowl, cream together the butter, brown sugar, and white sugar until smooth. Beat in eggs one at a time, then stir in vanilla. Combine the flour, baking soda, and salt; stir into the creamed mixture until just blended. Mix in the quick oats, walnuts, and chocolate chips. Drop by heaping spoonfuls onto ungreased baking sheets. Bake for 12 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before transferring to a wire rack to cool completely.",15 mins,12 mins,55 mins,42,3 1/2 dozen,144.7
Chicken Stir-Fry,https://www.allrecipes.com/recipe/223382/chicken-stir-fry/,world-cuisine,Katie Sechrist,"A quick and easy dish to prepare, this chicken stir-fry is packed with veggies. Try adding bean sprouts, bamboo shoots, snap peas, or any of your favorite vegetables. Serve it with white or brown rice, or noodles.",4.53,1276,879,"2 cups white rice ; 4 cups water ; ? cup soy sauce ; ? cup brown sugar ; 1 tablespoon cornstarch ; 1 tablespoon minced fresh ginger ; 1 tablespoon minced garlic ; ? teaspoon red pepper flakes ; 3  skinless, boneless chicken breast halves, thinly sliced ; 1 tablespoon sesame oil ; 1  green bell pepper, cut into matchsticks ; 1 (8 ounce) can sliced water chestnuts, drained ; 1 head broccoli, broken into florets ; 1 cup sliced carrots ; 1  onion, cut into large chunks ; 1 tablespoon sesame oil","Bring rice and water to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until rice is tender, and liquid has been absorbed, 20 to 25 minutes. Combine soy sauce, brown sugar, and corn starch in a small bowl; stir until smooth. Mix ginger, garlic, and red pepper into sauce; coat chicken with marinade and refrigerate for at least 15 minutes. Heat 1 tablespoon sesame oil in a large skillet over medium-high heat. Cook and stir bell pepper, water chestnuts, broccoli, carrots, and onion until just tender, about 5 minutes. Remove vegetables from skillet and keep warm. Remove chicken from marinade, reserving liquid. Heat 1 tablespoon sesame oil in skillet over medium-high heat. Cook and stir chicken until slightly pink on the inside, about 2 minutes per side; return vegetables and reserved marinade to skillet. Bring to a boil; cook and stir until chicken is no longer pink in the middle and vegetables are tender, 5 to 7 minutes. Serve over rice.",30 mins,35 mins,1 hr 20 mins,6,6 servings,699.5
Banana Pancakes I,https://www.allrecipes.com/recipe/20334/banana-pancakes-i/,breakfast-and-brunch,ADDEAN1,Crowd pleasing banana pancakes made from scratch. A fun twist on ordinary pancakes.,4.49,2558,1899,"1 cup all-purpose flour ; 1 tablespoon white sugar ; 2 teaspoons baking powder ; ? teaspoon salt ; 1  egg, beaten ; 1 cup milk ; 2 tablespoons vegetable oil ; 2  ripe bananas, mashed","Combine flour, white sugar, baking powder and salt. In a separate bowl, mix together egg, milk, vegetable oil and bananas. Stir flour mixture into banana mixture; batter will be slightly lumpy. Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each pancake. Cook until pancakes are golden brown on both sides; serve hot.",5 mins,10 mins,15 mins,6,12 pancakes,193
Emily's Excellent Taco Casserole,https://www.allrecipes.com/recipe/71179/emilys-excellent-taco-casserole/,main-dish,your mom,"This is a super speedy dinner I like to make when it is getting late and I haven't cooked yet. Chili, corn chips and cheese are topped with lettuce and tomato. Spice it up with your favorite salsa. Vegetarian chili can be found with the regular chili - it is often labeled as 'fat free'. This recipe can easily be doubled, and cooked in a 9x13 inch baking dish.",4.3,213,164,"6 cups corn tortilla chips ; 2 cups vegetarian chili with beans ; 1 cup shredded Cheddar cheese ; 2 cups shredded lettuce ; 2  roma (plum) tomatoes, chopped ; ? cup salsa ; ? cup sour cream","Preheat the oven to 350 degrees F (175 degrees C). Place chips in the bottom of a 9 inch square baking dish. Pour chili straight from the can over the chips. Sprinkle shredded cheese over the top. Bake for 20 to 25 minutes in the preheated oven, until chili is bubbling and cheese is melted. Top with lettuce, tomato, sour cream and salsa in the pan, or after serving (if people are picky).",10 mins,25 mins,35 mins,4,4 servings,476.9
Indian Chicken Curry (Murgh Kari),https://www.allrecipes.com/recipe/212721/indian-chicken-curry-murgh-kari/,world-cuisine,Ayshren,This is a really good recipe for spicy Indian chicken curry. It's pretty easy to make and tastes really good!,4.74,1066,773,"2 pounds skinless, boneless chicken breast halves ; 2 teaspoons salt ; ? cup cooking oil ; 1 ? cups chopped onion ; 1 tablespoon minced garlic ; 1 ? teaspoons minced fresh ginger root ; 1 tablespoon curry powder ; 1 teaspoon ground cumin ; 1 teaspoon ground turmeric ; 1 teaspoon ground coriander ; 1 teaspoon cayenne pepper ; 1 tablespoon water ; 1 (15 ounce) can crushed tomatoes ; 1 cup plain yogurt ; 1 tablespoon chopped fresh cilantro ; 1 teaspoon salt ; ? cup water ; 1 teaspoon garam masala ; 1 tablespoon chopped fresh cilantro ; 1 tablespoon fresh lemon juice","Sprinkle the chicken breasts with 2 teaspoons salt. Heat the oil in a large skillet over high heat; partially cook the chicken in the hot oil in batches until completely browned. Transfer the browned chicken breasts to a plate and set aside. Reduce the heat under the skillet to medium-high; add the onion, garlic, and ginger to the oil remaining in the skillet and cook and stir until the onion turns translucent, about 8 minutes. Stir the curry powder, cumin, turmeric, coriander, cayenne, and 1 tablespoon of water into the onion mixture; allow to heat together for about 1 minute while stirring. Mix the tomatoes, yogurt, 1 tablespoon chopped cilantro, and 1 teaspoon salt into the mixture. Return the chicken breast to the skillet along with any juices on the plate. Pour 1/2 cup water into the mixture; bring to a boil, turning the chicken to coat with the sauce. Sprinkle the garam masala and 1 tablespoon cilantro over the chicken. Cover the skillet and simmer until the chicken breasts are no longer pink in the center and the juices run clear, about 20 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).  Sprinkle with lemon juice to serve.",20 mins,40 mins,1 hr,6,6 servings,427.4
Slow Cooker Beef Stew I,https://www.allrecipes.com/recipe/14685/slow-cooker-beef-stew-i/,soups-stews-and-chili,BUCHKO,"A hearty, savory slow cooker stew with potatoes, carrots, celery, broth, herbs and spices. You won't be slow to say 'yum'!",4.44,5357,3747,"2 pounds beef stew meat, cut into 1-inch pieces ; ? cup all-purpose flour ; ? teaspoon salt ; ? teaspoon ground black pepper ; 1 clove garlic, minced ; 1  bay leaf ; 1 teaspoon paprika ; 1 teaspoon Worcestershire sauce ; 1  onion, chopped ; 1 ? cups beef broth ; 3  potatoes, diced ; 4  carrots, sliced ; 1 stalk celery, chopped","Place meat in slow cooker. In a small bowl mix together the flour, salt, and pepper; pour over meat, and stir to coat meat with flour mixture. Stir in the garlic, bay leaf, paprika, Worcestershire sauce, onion, beef broth, potatoes, carrots, and celery. Cover, and cook on Low setting for 10 to 12 hours, or on High setting for 4 to 6 hours.",20 mins,12 hrs,12 hrs 20 mins,6,6 servings,576.3
Baked Oatmeal II,https://www.allrecipes.com/recipe/51013/baked-oatmeal-ii/,breakfast-and-brunch,BLANCHL,"Found this recipe in Pennsylvania Amish country.  Everyone who tries it, loves it!",4.52,984,769,3 cups rolled oats , 1 cup brown sugar , 2 teaspoons ground cinnamon , 2 teaspoons baking powder , 1 teaspoon salt , 1 cup milk , 2  eggs , ? cup melted butter 
Golden Sweet Cornbread,https://www.allrecipes.com/recipe/17891/golden-sweet-cornbread/,bread,bluegirl,"If you like sweet cornbread, this is the recipe for you! My mom made this for me as a child, and now it's my family's favorite.",4.74,3721,2822,1 cup all-purpose flour , 1 cup yellow cornmeal , ? cup white sugar , 1 teaspoon salt , 3 ? teaspoons baking powder , 1  egg , 1 cup milk , ? cup vegetable oil
Basic Chicken Salad,https://www.allrecipes.com/recipe/8499/basic-chicken-salad/,salad,Jackie M.,This basic chicken salad is a family favorite. I like to use baked thighs or breasts that have been sprinkled with basil or rosemary.,4.61,759,571,"? cup mayonnaise ; 1 tablespoon lemon juice ; ? teaspoon ground black pepper ; 2 cups chopped, cooked chicken meat ; ? cup blanched slivered almonds ; 1 stalk celery, chopped","Place almonds in a frying pan. Toast over medium-high heat, shaking frequently. Watch carefully, as they burn easily. In a medium bowl, mix together mayonnaise, lemon juice, and pepper. Toss with chicken, almonds, and celery.",5 mins,5 mins,10 mins,2,2 servings,778.7
Slow Cooker Collard Greens,https://www.allrecipes.com/recipe/79927/slow-cooker-collard-greens/,side-dish,TROMTEZ,Got this from a coworker who made these for the office holiday potluck. Collard greens are cooked all day with ham shanks and pickled jalapeno. Yum!,4.63,43,33,"4 bunches ;  - rinsed, trimmed and chopped ; 1 pound ham shanks ; 4  pickled jalapeno peppers, chopped ; ? teaspoon baking soda ; 1 teaspoon olive oil ;   ground black pepper to taste ;   garlic powder to taste","Fill a large pot about 1/2 full with water. Place the ham shanks into the water, and as many of the greens as you can fit. Bring to a gentle boil. As soon as the greens begin wilting, start transferring the greens to the slow cooker. Alternate layers of greens with the ham shanks and jalapeno until the slow cooker is full. Stir in the baking soda, olive oil, pepper and garlic powder. Cover, and bring to a boil on High. Reduce heat to Low, and cook for 8 to 10 hours.",30 mins,8 hrs,8 hrs 30 mins,16,16 servings,98.9
Old Fashioned Potato Salad,https://www.allrecipes.com/recipe/16729/old-fashioned-potato-salad/,salad,jewellkay,"This is potato salad the old-fashioned way, with eggs, celery and relish. It's really good to serve with chili.",4.49,1268,954,5  potatoes , 3  eggs , 1 cup chopped celery , ? cup chopped onion , ? cup sweet pickle relish , ? teaspoon garlic salt , ? teaspoon celery salt , 1 tablespoon prepared mustard 
Best Tuna Casserole,https://www.allrecipes.com/recipe/17219/best-tuna-casserole/,seafood,JAICARD,This is a tuna casserole that even my picky family loves! The potato chips give the casserole a crunchy crust.,4.32,2722,1989,"1 (12 ounce) package egg noodles ; ? cup chopped onion ; 2 cups shredded Cheddar cheese ; 1 cup frozen green peas ; 2 (5 ounce) cans tuna, drained ; 2 (10.75 ounce) cans  condensed cream of mushroom soup ; ? (4.5 ounce) can sliced mushrooms ; 1 cup crushed potato chips","Bring a large pot of lightly salted water to a boil. Cook pasta in boiling water for 8 to 10 minutes, or until al dente; drain. Preheat oven to 425 degrees F (220 degrees C). In a large bowl, thoroughly mix noodles, onion, 1 cup cheese, peas, tuna, soup and mushrooms. Transfer to a 9x13 inch baking dish, and top with potato chip crumbs and remaining 1 cup cheese. Bake for 15 to 20 minutes in the preheated oven, or until cheese is bubbly.",15 mins,20 mins,35 mins,6,6 servings,595
Spaghetti Aglio e Olio,https://www.allrecipes.com/recipe/222000/spaghetti-aglio-e-olio/,world-cuisine,Chef John,"No two spaghetti aglio e olio recipes are alike, but this one is pretty true to the classic method. The key is slowly toasting the garlic slices to a perfect golden-brown in the olive oil. If it's too light, you don't get the full flavor and if it's too dark it gets bitter. My advice? Do it perfectly.",4.69,444,287,"1 pound uncooked spaghetti ; 6 cloves garlic, thinly sliced ; ? cup olive oil ; ? teaspoon red pepper flakes, or to taste ;   salt and freshly ground black pepper to taste ; ? cup chopped fresh Italian parsley ; 1 cup finely grated Parmigiano-Reggiano cheese","Bring a large pot of lightly salted water to a boil. Cook spaghetti in the boiling water, stirring occasionally until cooked through but firm to the bite, about 12 minutes. Drain and transfer to a pasta bowl. Combine garlic and olive oil in a cold skillet. Cook over medium heat to slowly toast garlic, about 10 minutes. Reduce heat to medium-low when olive oil begins to bubble. Cook and stir until garlic is golden brown, about another 5 minutes. Remove from heat. Stir red pepper flakes, black pepper, and salt into the pasta. Pour in olive oil and garlic, and sprinkle on Italian parsley and half of the Parmigiano-Reggiano cheese; stir until combined. Serve pasta topped with the remaining Parmigiano-Reggiano cheese.",10 mins,22 mins,32 mins,4,4 servings,754.6
Honey-Garlic Slow Cooker Chicken Thighs,https://www.allrecipes.com/recipe/236609/honey-garlic-slow-cooker-chicken-thighs/,meat-and-poultry,Myrna,I have used it often. It's easy and uses pantry staples. Always a hit with adults and kids. Serve with basmati rice or quinoa and steamed or roasted vegetables.,3.95,3052,2330,"4  skinless, boneless chicken thighs ; ? cup soy sauce ; ? cup ketchup ; ? cup honey ; 3 cloves garlic, minced ; 1 teaspoon dried basil","Lay chicken thighs into the bottom of a 4-quart slow cooker. Whisk soy sauce, ketchup, honey, garlic, and basil together in a bowl; pour over the chicken. Cook on Low for 6 hours.",10 mins,6 hrs,6 hrs 10 mins,4,4 servings,324.5
Quick and Easy Alfredo Sauce,https://www.allrecipes.com/recipe/19402/quick-and-easy-alfredo-sauce/,side-dish,DAWN CARTER,"I experimented with this until I found a quick, cheap, and easy Alfredo sauce combination -- the secret is cream cheese!",4.62,5701,4327,? cup butter , 1 (8 ounce) package cream cheese , 2 teaspoons garlic powder , 2 cups milk , 6 ounces grated Parmesan cheese , ? teaspoon ground black pepper,"Melt butter in a medium, non-stick saucepan over medium heat.  Add cream cheese and garlic powder, stirring with wire whisk until smooth.  Add milk, a little at a time, whisking to smooth out lumps.  Stir in Parmesan and pepper.  Remove from heat when sauce reaches desired consistency.  Sauce will thicken rapidly, thin with milk if cooked too long.  Toss with hot pasta to serve.",5 mins
Simple Syrup,https://www.allrecipes.com/recipe/20216/simple-syrup/,side-dish,Shaggy,Simple syrup is a commonly used ingredient in many cocktails and other drink recipes. It's also easy to make!,4.87,268,179,1 cup white sugar , 1 cup water,"In a medium saucepan combine sugar and water. Bring to a boil, stirring, until sugar has dissolved. Allow to cool.",1 min,10 mins,30 mins,16,1 1/3 cups
Roasted Vegetables,https://www.allrecipes.com/recipe/9377/roasted-vegetables/,side-dish,,"A casserole dish of seasonal vegetables that is so easy to prepare. It can be made a day ahead - just reheat before serving. Lemon juice can be substituted for balsamic vinegar, and you can use baking potatoes if you don't have any Yukon Golds on hand.",4.63,2569,1665,"1 small butternut squash, cubed ; 2  red bell peppers, seeded and diced ; 1  sweet potato, peeled and cubed ; 3  Yukon Gold potatoes, cubed ; 1  red onion, quartered ; 1 tablespoon chopped fresh thyme ; 2 tablespoons chopped fresh rosemary ; ? cup olive oil ; 2 tablespoons balsamic vinegar ;   salt and freshly ground black pepper","Preheat oven to 475 degrees F (245 degrees C). In a large bowl, combine the squash, red bell peppers, sweet potato, and Yukon Gold potatoes. Separate the red onion quarters into pieces, and add them to the mixture. In a small bowl, stir together thyme, rosemary, olive oil, vinegar, salt, and pepper. Toss with vegetables until they are coated. Spread evenly on a large roasting pan. Roast for 35 to 40 minutes in the preheated oven, stirring every 10 minutes, or until vegetables are cooked through and browned.",15 mins,40 mins,55 mins,12,12 servings,122.7
Balsamic Bruschetta,https://www.allrecipes.com/recipe/54165/balsamic-bruschetta/,appetizers-and-snacks,Kathy Bias,Simple appetizer - the balsamic vinegar gives it a little kick. Best if the mixture has 1 or 2 hours to blend flavors before serving.,4.75,1140,733,"8  roma (plum) tomatoes, diced ; ? cup chopped fresh basil ; ? cup shredded Parmesan cheese ; 2 cloves garlic, minced ; 1 tablespoon balsamic vinegar ; 1 teaspoon olive oil ; ? teaspoon kosher salt ; ? teaspoon freshly ground black pepper ; 1 loaf French bread, toasted and sliced","In a bowl, toss together the tomatoes, basil, Parmesan cheese, and garlic. Mix in the balsamic vinegar, olive oil, kosher salt, and pepper. Serve on toasted bread slices.",15 mins,,15 mins,8,8 servings,194.1
Mexican Rice II,https://www.allrecipes.com/recipe/27072/mexican-rice-ii/,side-dish,Mommyto2,This is a wonderful side dish for any Mexican dinner.,4.49,3165,2246,3 tablespoons vegetable oil , 1 cup uncooked long-grain rice , 1 teaspoon garlic salt , ? teaspoon ground cumin , ? cup chopped onion , ? cup tomato sauce , 2 cups chicken broth,"Heat oil in a large saucepan over medium heat and add rice.  Cook, stirring constantly, until puffed and golden.  While rice is cooking, sprinkle with salt and cumin. Stir in onions and cook until tender.  Stir in tomato sauce and chicken broth; bring to a boil.  Reduce heat to low, cover and simmer for 20 to 25 minutes.  Fluff with a fork."
Bread Pudding II,https://www.allrecipes.com/recipe/7177/bread-pudding-ii/,desserts,ELLENMARIE,"My family LOVES bread pudding, and this recipe is one that I have fine tuned to their taste. I have to double this recipe, and bake it in a 9x13 inch pan for my family!  It's great for breakfast or dessert and is delicious with milk poured on top! Enjoy!",4.71,3920,2996,"6 slices day-old bread ; 2 tablespoons butter, melted ; ? cup raisins  (Optional); 4  eggs, beaten ; 2 cups milk ; ? cup white sugar ; 1 teaspoon ground cinnamon ; 1 teaspoon vanilla extract","Preheat oven to 350 degrees F (175 degrees C). Break bread into small pieces into an 8 inch square baking pan. Drizzle melted butter or margarine over bread. If desired, sprinkle with raisins. In a medium mixing bowl, combine eggs, milk, sugar, cinnamon, and vanilla. Beat until well mixed. Pour over bread, and lightly push down with a fork until bread is covered and soaking up the egg mixture. Bake in the preheated oven for 45 minutes, or until the top springs back when lightly tapped.",30 mins,45 mins,1 hr 15 mins,12,1 8-inch square pan,164.8
Marinated Tuna Steak,https://www.allrecipes.com/recipe/39455/marinated-tuna-steak/,seafood,LINKYJ,"This mixture of orange juice, soy sauce, and garlic gives this marinade a wonderful taste.",4.68,1170,820,"? cup orange juice ; ? cup soy sauce ; 2 tablespoons olive oil ; 1 tablespoon lemon juice ; 2 tablespoons chopped fresh parsley ; 1 clove garlic, minced ; ? teaspoon chopped fresh oregano ; ? teaspoon ground black pepper ; 4 (4 ounce) tuna steaks","In a large non-reactive dish, mix together the orange juice, soy sauce, olive oil, lemon juice, parsley, garlic, oregano, and pepper. Place the tuna steaks in the marinade and turn to coat. Cover, and refrigerate for at least 30 minutes. Preheat grill for high heat. Lightly oil grill grate. Cook the tuna steaks for 5 to 6 minutes, then turn and baste with the marinade. Cook for an additional 5 minutes, or to desired doneness. Discard any remaining marinade.",10 mins,11 mins,51 mins,4,4 servings,200
